CPU only time (ns): 1.07943e+10
PIM only time (ns): 1.92931e+10
Reuse offloading time (ns): 1.01985e+10 = CPU 9.49225e+09 + PIM 4.79617e+08 + REUSE 2.26618e+08 + SWITCH 8.78036e+08
============================================================
  BBLID  Decision            CPU            PIM     difference          Hash(hi)          Hash(lo)
    622         P       0.666666             69       -68.3333  e3929d0b3218a7d5  8073be151630bee3
    623         C       0.666666             56       -55.3333  e39ae387ecb8e948  e0454b035a385ec0
    624         C        62387.9         908822        -846434  e445afe8173ac279  873e38f4d22a61ed
    625         C        240.666           2105       -1864.33  e57b53cfe084d92f  d121aca8709b6815
    626         C       0.333333            141       -140.667  e5a163ed513974f9  023d8ab5669d80d2
    627         P        62053.3          41344        20709.3  e62c54c6ce41e75a  735d0ae724375012
    628         C    6.77734e+07     8.3943e+07   -1.61696e+07  e62eeca3b7587a04  4978481ad2b2dc8d
    629         C         166136         147810          18326  e6611a7e75fad717  cfdc6490646d4236
    630         P         108137           7781         100356  e67b1505e1763221  5597c500399c44db
    631         P        290.666            399       -108.334  e6853099b28c3b48  b334997c6be9dbc9
    632         C    1.05094e+07     3.6942e+07   -2.64326e+07  e6d103efc104d6ce  bddcefb584709d8a
    633         C    1.11317e+07    5.32028e+07   -4.20711e+07  e73b9ff6c894bd6d  a50f722de8f88e39
    634         C    5.79623e+06    1.41845e+07   -8.38827e+06  e77415b28ac3c520  1db6a0d53203d4be
    635         C       0.999999             56            -55  e7b2ee0698e95c59  4e41449a6bae5608
    636         C        669.999           6412          -5742  e8160e9e7ad540a5  65a0e25a12d9606b
    637         C        1.33333            963       -961.667  e81f588c79ee31c2  60b047b4dd854002
    638         C         700713         253948         446765  e82781618dcd130f  ccc8afd920024d5c
    639         P        1.33333              4       -2.66667  e8fa039ce84f0ec7  de193d84267be013
    640         C    3.59206e+07    2.53565e+08   -2.17644e+08  e978d955e404b32c  d3971e81ca11424d
    641         C         221285         525522        -304237  ead53b1d2a477fca  2ac67690d429f0b2
    642         C         593965    2.88282e+06   -2.28886e+06  eb42e81197d6d2d0  e2af2fd2a4bf3359
    643         C             16             92            -76  eb4d0b6c1179299c  8502996cf7680ca7
    644         C         211156    1.47906e+06    -1.2679e+06  ec510935dc1875b4  10135cd3d6efe247
    645         C       0.666666            636       -635.333  ec5df5e77ceaae83  847b5e20e777dd9e
    646         C         526283         258600         267683  ecfc526a1cf7c859  c8094f4ae9b0430d
    647         C       0.666666            226       -225.333  ed5d244fdf2ba821  4f5b9477d899e1d2
    648         C         567510         360393         207117  ed7159306e0f587d  877644c8ae262657
    649         C        74.6666            416       -341.333  ee7da7f1741c7ac3  62b1f95ca5731539
    650         C          41733         265951        -224218  ef1dc93ed3f02d34  3459e98768852bbf
    651         C         266926         223910          43016  efbf29e5ba1b107f  9bcbe473267b169d
    652         P       0.333333              4       -3.66667  f02e02021c5f1bf2  60a5a6592be968cf
    653         C        14912.7          94933       -80020.3  f116907465233786  c576382fda05e664
    654         C       0.333333              5       -4.66667  f32c7c7e82b28f0d  8185922923193ff5
    655         C     1.1991e+07    4.87326e+06    7.11774e+06  f33297fa10a668a1  5e8eb56d4be3e133
    656         C    1.80159e+07    3.15877e+07   -1.35718e+07  f3591292b7f9bcd0  986bf26fda879a1e
    657         C    6.92923e+06    3.47397e+07   -2.78105e+07  f3ba33dfe9357fd8  40dab6f31d26ee18
    658         C     2.2783e+07    9.80271e+07   -7.52441e+07  f46de680b54f53a0  4f94c9903c4f6777
    659         C         227976    2.31669e+06   -2.08871e+06  f57951dd01049650  0661b2f373776ea6
    660         C    1.61339e+07    3.92741e+07   -2.31402e+07  f6c435db10355cca  ce4a76f375d5ebfe
    661         C        92407.6         262140        -169732  f79c0f7f10c49695  d9443c9771822c06
    662         C    2.47179e+07    5.32034e+07   -2.84855e+07  f7cf6204cb144214  cbd6f6a017b7b6d7
    663         C        46760.6         709873        -663112  f8053be8549921f8  fbd35ec5a235a83f
    664         C         119702          88579          31123  f82a6eb11868d09a  002052f29d801f83
    665         P    2.02785e+06          86490    1.94136e+06  f8399861a3753228  0dee20975fbf536c
    666         C           1325         907585        -906260  f8e7fa97664e63cb  0fd93625777f1f98
    667         C          38570         400203        -361633  f8f02f0927957688  0391faad9d02a805
    668         C        1.33333              4       -2.66667  f984aecae7c9a74c  1a21330f17dfe8b3
    669         C        85.9999            304           -218  fa1135af29756ff0  17c4aaf4062ba1a4
    670         C    4.62585e+07    6.22036e+07   -1.59451e+07  faef7b4f4f060d17  04a327a33a9efa16
    671         C       0.666666             12       -11.3333  fb02bf8683acd1c6  866bf8cea113e63e
    672         C    1.17947e+07    1.98963e+07    -8.1016e+06  fb5027a63e13bb4b  b69c5f948722c969
    673         C    1.42818e+07    1.38161e+07         465700  fbef426f1b6ad64a  3c10c122b60ad776
    674         C            102          22943         -22841  fc4881003f7fe242  c33a3a7f52a19984
    675         C       0.333333             57       -56.6667  fc7ab93a1497bb20  9beed1fdd7dae85e
    676         P              2            229           -227  fc9e34b42176870d  18389ec7ed46e1fc
    677         C     1.3887e+07    2.31278e+07    -9.2408e+06  fcb0c089eb380d59  9cbc318721c5e740
    678         C        3960.33          17982       -14021.7  fd8805dbf1f9152e  b9f3adb4fc92bce8
    679         C    2.16538e+07    2.11301e+07         523700  fd933f86a8dd355b  119594c828472c08
    680         C    2.83761e+07    1.06881e+08   -7.85049e+07  fdbd6d087bb38b12  6f3960347f8b97f2
    681         P          14484           9744           4740  fdc26f3ed5dea88c  3607918762e81f1a
    682         C     2.9214e+06    3.09377e+06        -172370  fe18accb2433b1f7  f7b9e2be555a66ab
    683         C        59394.6    1.25915e+07   -1.25321e+07  fea32a432d290d1a  11da552e8634e6a9
    684         P    1.20866e+06         306387         902273  feb80beec5520fe1  f19ea59ddca82504
    685         C         490429         798454        -308025  fef4a7046ad9c952  62ce8559380362af
    686         C     1.6547e+08    3.51846e+07    1.30285e+08  ff0ce4505f379103  990194cd737b6e5c
    687         C       0.666666             18       -17.3333  ff122be1e69776cf  a01dc4616886c5bb
    688         C    2.43325e+07    2.61963e+07    -1.8638e+06  ff3e8e09f27fd684  454110972d541b5f
    689         C         128572         154556         -25984  ff5ff2c6215c7496  f941b070c8ced898
    690         C        1051.67           5027       -3975.33  fff84b6c1b2f7863  2f8ac90a75c1d389
