CPU only time (ns): 1.07943e+10
PIM only time (ns): 1.92931e+10
Reuse offloading time (ns): 1.01985e+10 = CPU 9.49225e+09 + PIM 4.79617e+08 + REUSE 2.26618e+08 + SWITCH 8.78036e+08
============================================================
  BBLID  Decision            CPU            PIM     difference          Hash(hi)          Hash(lo)
    308         C       0.666666              4       -3.33333  6e56c28ed362eb52  35f36112902a2739
    309         C       0.666666            317       -316.333  6eb8557946bd65be  77159037e6ee8652
    310         C    3.05567e+07    3.98074e+07    -9.2507e+06  6f67028257e88b21  23ce1bfef773d8e0
    311         P    1.84734e+06         209610    1.63773e+06  6fa9c7f5238e79a4  bd473b7a94e18287
    312         C    2.14059e+07    6.22718e+07   -4.08659e+07  6fb7fb39bb03fa3e  72a9ff3bd862a81e
    313         P    1.73665e+08    1.23359e+08     5.0306e+07  70d48ed5a55ee0a1  1a9c299e1fc91649
    314         C       0.333333              4       -3.66667  711eb2e34ab3cb72  1340e3935a72dd7a
    315         C        1299.67          15480       -14180.3  7125ba2e99e3daca  b9b346cfc81ac5e3
    316         P         976388         203706         772682  71720d2a75ddc90d  460996af102ac4bb
    317         C        8.66666             69       -60.3333  719bc5cfeea208fe  dbab8732e1a77e0a
    318         C        90266.6         199476        -109209  71bd4956f9b8a1b6  17875e6c90d1e39d
    319         C    1.45281e+06    1.51915e+06         -66340  7239fc75cd9a5a02  99cf362f1a4212f9
    320         C    8.66956e+06    1.46341e+07   -5.96454e+06  72490f52fbfda95c  3848ccf1c85b4d1e
    321         P           2738          68345         -65607  737b4b4ee0f6d0c7  e9e3b7b11ac11bea
    322         C        73.3333            158       -84.6667  73efc818d2c911d4  9493841a652ea9e2
    323         C       0.333333            110       -109.667  73fb3fc3034fdef3  ba7a6f467483d465
    324         C        3778.66           5563       -1784.34  741faed4090aa90a  d88b463c612760e8
    325         C        2400.66          24653       -22252.3  7443b03a701289a6  fa3bac23d18a66cb
    326         C    6.07206e+06    1.01992e+07   -4.12714e+06  7480f301cb592231  2c74ceea77ec1f65
    327         C    1.31469e+08    2.39096e+08   -1.07627e+08  74da70d633b22091  71729c5e762f5210
    328         C        715.666           6393       -5677.33  74f2192ae1e50c96  4ec0ba0238e07c9b
    329         C          34860         524272        -489412  750ad31f46281aac  8f8e6788c7333cf3
    330         C        598.333           1719       -1120.67  7547acf5c05b8866  d31efb88840ae8bf
    331         C    5.81736e+06    6.73484e+06        -917480  755256cd7ab7d03a  e421389d28cefdd5
    332         C       0.666666             84       -83.3333  75f006863a37f281  afe5a6583ff42f3d
    333         P        342.333            624       -281.667  76371e9b8d11992b  59dcad63911d21a7
    334         C    1.40496e+06    2.21986e+06        -814900  76e5b5b5690096c9  5b143fa528a03569
    335         C        8392.99          16357       -7964.01  7732663ae358a0fb  3d601e9bf6411684
    336         C       0.666666             67       -66.3333  77e45a7e0176d304  e2caf34708fd7858
    337         C       0.333333           2491       -2490.67  78a20c2572efeda0  f526d957a04e23d6
    338         C        2063.33          14595       -12531.7  7949bfc545beaa8d  79a81dbae1a3fbac
    339         C    3.89842e+07    6.00249e+07   -2.10407e+07  79681c6de47c8136  1c43202f8221f2e1
    340         C        31374.6         262408        -231033  7996b2154ca744b6  fbd9eafe8845d882
    341         C        609.999           4523          -3913  79eb59cadf03de6f  5f788b1ce10b6472
    342         C        16.3333             91       -74.6667  7a0625468ea55469  91ddd3b7774580a7
    343         C        5942.66           7230       -1287.34  7adacb80e6b3d61a  d923923c24effbef
    344         C    6.55767e+07    8.43078e+07   -1.87311e+07  7ae10fb1bdbf462e  f16a8b8a14683fad
    345         C         115138         119741          -4603  7bba4fac71ff82a4  e6362932f250de57
    346         C        4.66666            612       -607.333  7c746407e1c6f08c  cee59d6d3ac2022c
    347         C        34587.3          32380         2207.3  7c9ec2c28ba3f034  10a0dbdcebb6824b
    348         C         142658         780941        -638283  7d16250981c9eba7  345df27b8ff23356
    349         C       0.666666              4       -3.33333  7dce949914b81359  a11a7d86410240cf
    350         C    6.84156e+06    1.22608e+07   -5.41924e+06  7eb4479f8c3c142e  3a6776a7d93739cc
    351         P    1.12094e+07      2.045e+06     9.1644e+06  7f2df23023a7222b  9af8293381956c8a
    352         P         822643          80930         741713  7f6406acf77534a1  b55ab897daa84b21
    353         P    5.02193e+08    1.36675e+08    3.65518e+08  7f9e628c088f2748  fc07fdbfa286d91a
    354         C        3.66666            531       -527.333  805cd746011f3c1e  5edbae2ba24e6179
    355         C        82799.3         655270        -572471  821ec0fdf8fe096d  78a45faf98347480
    356         P    1.39629e+08    7.02112e+07    6.94178e+07  824c95ff920c0956  d74e492760c35657
    357         C    1.69757e+07    1.28375e+08   -1.11399e+08  825d8e350d6a1a3b  ec2306b0e96401d7
    358         P        8879.32           5377        3502.32  8265f2ee8982f129  9f8f1b747b85bfac
    359         C           1770           6664          -4894  830b41f1abb2bd4e  bd0e7fa6aa61a248
    360         C    9.98426e+06    3.01968e+07   -2.02125e+07  833baec458c685ce  7d7c223cb0afc473
    361         C    3.69921e+06    9.44372e+06   -5.74451e+06  83e16a91e2769771  3965ae5305f2f415
    362         C       0.666666            461       -460.333  8401424a312c2ddd  2f3c9a0fbe43d0bb
    363         C        2.66666            120       -117.333  841293cca05ba382  d67dcd936e4fba79
    364         C    3.87458e+08    4.58601e+08    -7.1143e+07  843a9d54b435cb86  7ffe5696b2b44257
    365         C       0.666666            100       -99.3333  8442c423ab09a9fb  e260fbbd78df05b6
    366         C        44661.6          71510       -26848.4  84590b3593ca6f9e  99c7c02809886fda
    367         C        77.9999            294           -216  847d4caa8a8569fe  05ac105abe0dd3e3
    368         P    8.29926e+06         721629    7.57763e+06  84e517c4a9ac1679  855b4ec1a3738723
    369         C    1.01236e+08    2.00436e+08      -9.92e+07  84e5a3e58b33c93b  e8cd01c7c7b05093
    370         C        77.6666            978       -900.333  8514d86186570404  8ba4bb48d21ec620
    371         C    1.64814e+07    2.67257e+07   -1.02443e+07  85183754d0c77533  bed68f6246f7aa3d
    372         C             28            324           -296  85bb8da58ae4f83b  a322b73978bc7506
    373         C        3.33333            206       -202.667  862f557f41b5e3f7  aae8043233d7d54d
    374         C       0.333333              8       -7.66667  8650b0d6ba613f42  a9ce1c5dcf21ef5c
    375         C        647.333           2145       -1497.67  86ac8f8321c2c93e  9efbf9e4ca1f2c26
    376         C       0.666666              4       -3.33333  86d5d0405f5588a4  beac8decb5f47635
    377         C        19075.6         545925        -526849  86dabbacedc13669  8de132d3a22f4fd0
    378         C    6.39995e+07    3.79291e+08   -3.15292e+08  8704e3915cc2cd75  28b36013e122231c
    379         C        3538.66         319949        -316410  8739c36a44966419  027dc6a5d44dabe8
    380         C         327617         448441        -120824  87830c5c58a8d52f  11dc284af05d712f
    381         C    5.15898e+07    4.18951e+07     9.6947e+06  8814e78d457232da  084f4232ab08262e
    382         C    3.04899e+06    8.65386e+06   -5.60487e+06  8815ed191431b92f  3653aed5dea2c91f
    383         C        550.999           8684          -8133  886d4b546fc870f7  7793be83aa2335b3
    384         C    3.41483e+08     3.5289e+08    -1.1407e+07  891da5e1f08ed278  de635b6f475e8e87
    385         C    6.64004e+06    8.02887e+07   -7.36487e+07  897a3873e1a7e277  21114b8b9d6791be
    386         C        125.667             11        114.667  8989e7737dfeccc4  3bc1e9faf7934ad0
    387         C    1.13523e+09    1.41847e+09    -2.8324e+08  8a37d958ccfc0c45  22d7ae34da1135a3
    388         C       0.666666            256       -255.333  8a892205d21fa74e  a232560fc179bc3f
    389         C       0.999999            855           -854  8b342b6f3c4d37ed  d144537d3114d2b7
    390         P    2.61374e+06         798076    1.81566e+06  8b4836dc590bdda1  6226620571310a9f
    391         C        1.33333            150       -148.667  8b5e409136e8420f  52614c26f8765d21
    392         C            351            220            131  8ba23a68a9febaae  18fc9e143978db0f
    393         P    1.97751e+06          86490    1.89102e+06  8c1db416181beba7  067616c473f8ca90
    394         C       0.666666             60       -59.3333  8c3a9f8b09202feb  961c0501cb05d103
    395         C    6.58146e+06    1.07366e+07   -4.15514e+06  8d11931c9c186354  bdc4292a6f372a8f
    396         C        2.33333             24       -21.6667  8d29fee7f87fe65d  6177fcbb09aec073
    397         C        43.3333            415       -371.667  8daf3618c8c2dbec  2665ab53c241ab6a
    398         C     1.8183e+07    5.84101e+07   -4.02271e+07  8e30500128b2cc1f  e96c7a003a6d5663
    399         C       0.666666            128       -127.333  8ee0c028abd97f05  be353c5f45e265d6
    400         C     6.2387e+06    8.82352e+07   -8.19965e+07  90a5691fd24455fa  ab3cc6769b907790
    401         C       0.666666             60       -59.3333  90c63cd9b49a002c  d991116b61a74fea
    402         P       0.999999              4             -3  90fd0499fe9f419a  d39c055d58f13f50
    403         C       0.666666           2256       -2255.33  914416af83cbe3ed  7c2cfe8aad9cd113
    404         C        101.667            158        -56.333  914f3ba740c26f86  dd9c684c716dc13f
    405         C    2.33501e+06         935094    1.39992e+06  91795e7ba97eb4b0  562f42c954d94c26
    406         C        5.99999          31408         -31402  91c698aeabdd5c69  4351cdd3fc5ba293
    407         C       0.333333              8       -7.66667  91cab0f7a3179f4e  bd1560514541d9c9
    408         C    4.67595e+07    5.59816e+07    -9.2221e+06  9211e36da481621f  076682c819735066
    409         C    8.06469e+06    1.24149e+07   -4.35021e+06  9226a2cdd8793e6d  5489998c1f97e19c
    410         C    3.91644e+06    4.70376e+06        -787320  929ad2822e88bf61  3820fe9de4d42fd2
    411         C        909.332           3420       -2510.67  92d1932bc08fae2a  a2d59ec6fec9bd26
    412         C       0.333333             13       -12.6667  92e73cab8ddb373c  5fc868220b790d85
    413         C        20700.6         186309        -165608  9319bfdd5d8fe822  8105870575d79f46
    414         C        19865.6           4976        14889.6  932fad4356711991  56584bedcd4a29c1
    415         C        204.333           1075       -870.667  93e94b7963e28b45  deff956e8b7d6a74
    416         C       0.999999            210           -209  946592871fbc334c  c6ab77e34c324010
    417         C        42.6666            967       -924.333  948e0bba009436a0  602389b17bd795c0
    418         C        691.999          43072         -42380  9497515f8bc2645c  4c8c6672229ff65f
    419         C        5080.33          56026       -50945.7  955c47034031c843  08615343ba64abbb
    420         C       0.333333              9       -8.66667  95c1e2684802b4a6  a7878f68fed23dfa
    421         C           1822            535           1287  9629f784e8d9d0d9  0d4a1e7f53aa4434
    422         C        309.666          23645       -23335.3  9646ab7c8b564936  3d24bf24521159c4
    423         P        678.666            152        526.666  9684d4bb8f1740b0  9b6cbbd98b36d047
    424         C        487.666            500        -12.334  96ac6225a8623413  5022a2489ba0ce88
    425         C    5.67776e+07    9.57587e+07   -3.89811e+07  979d499a0fcdf283  d603a3d7067c927c
    426         C    2.35691e+07    1.00287e+08   -7.67179e+07  97d402027f7ffba3  f25354fc957e46e2
    427         C       0.333333              4       -3.66667  9801675350a03c9b  c1db47ec78740a8f
    428         C        657.333           3491       -2833.67  98cd259601b05e7b  e71d593d01c2bf5b
    429         C        3.33333            142       -138.667  9938238c03f0edc7  facd58e11b15d60f
    430         C       0.666666              5       -4.33333  99585cddb05613af  0d73c876f332dd4f
    431         P         495322         125766         369556  99762b4f18c22c45  a10739629adb5b85
    432         C    1.23237e+07    2.83752e+07   -1.60515e+07  999f32d70c61bb8e  02fbad38853d2721
    433         C        1.66667            502       -500.333  99d8fdce44c87e9b  9620561bed928151
    434         P    3.04306e+06         738247    2.30481e+06  99f58c41741897b7  356930e5a7238c6b
    435         C         398249         253150         145099  9a0e0d37c048a11b  2cabef6ddeb26ea5
    436         C        450.666           5237       -4786.33  9a2a52dafd622c00  a7bb86d218e654de
    437         C    3.67175e+06    7.15068e+06   -3.47893e+06  9a79087235d66a14  03b7a58964f00a39
    438         C             33            335           -302  9a845f44e7d5afe8  0317816ba675ffb7
    439         C       0.333333            358       -357.667  9a9bc05d2f90e1c4  9e83634ad87930cf
    440         C         505310            404         504906  9b3d1ef06c145531  8d3fa689575fe175
    441         C        67.9999           1442          -1374  9b4fc29b0ccceeb5  c725fc2444d587fc
    442         C       0.666666             56       -55.3333  9b57ba28eec1168c  4a3776e0bf88d8ec
    443         C    5.98031e+07    1.30006e+08   -7.02029e+07  9be449f3bd4120bf  7b48409ccea0e086
    444         C         230934          74428         156506  9bf244edbf0c9032  5c68e827e646b8cc
    445         C        9.99999              5        4.99999  9c45fd7998506df9  839b1953cbfcc278
    446         C     7.3914e+06    1.06995e+07    -3.3081e+06  9c7cfc480faa3a90  fe3c5229e5a49fee
    447         C        11254.7          14219        -2964.3  9ccae2234e8dc1f8  582a0a1bdb956558
    448         C         187994          62937         125057  9ce7d0a336180b89  e80f172a0d54eb77
    449         P        60.3333             15        45.3333  9d0725a31b36b8df  483de7af5441b549
    450         C       0.666666            175       -174.333  9d13b01d650dcb6e  0db0f53714efffbb
    451         C    5.92322e+07    1.14406e+08   -5.51738e+07  9e1d567bcb608389  831da245ab919670
    452         C       0.666666           1760       -1759.33  9e7cd1341fcad337  5b2139ab86822189
    453         C    8.09274e+07    1.62607e+08   -8.16796e+07  9f0dc7581d5b881d  587d25c79f14ab9d
    454         C        10406.3           7118         3288.3  a07c67f3dac177f8  4acba710e4c74bb6
    455         P        75.3333             94       -18.6667  a0cc7889ef2f58c4  9e283b81f081299a
    456         C    1.06313e+07    1.27992e+07    -2.1679e+06  a0d7490ffa3e914a  eb87a7585f838e66
    457         C    1.34092e+07    3.47007e+07   -2.12915e+07  a108f142f14123e5  0fe317a743bdd067
    458         C        29.3333            484       -454.667  a1258d00df40bb83  eccebeb97b1864d0
    459         C    5.28214e+06    1.83347e+06    3.44867e+06  a1a236e533ebabc0  60e096f3333d6ba0
    460         C         917720    6.31863e+06   -5.40091e+06  a1ae07a658b08110  d3f566a0a7ce29c4
    461         P        81.6666              7        74.6666  a211c4edb304d328  af857b01dbaf89bb
    462         C     1.2747e+08    1.84231e+08    -5.6761e+07  a29b617be4c1c5c8  a14b8cf86bbb59ab
    463         P    1.24685e+06         270984         975866  a2ee38a20b57d317  644be1d6523704aa
    464         C        834.666           1024       -189.334  a2fcc750384024e3  331049ecbb8fc1b0
    465         C       0.999999             64            -63  a3411a2627a9f5f9  49ec8a1ca9735ff9
    466         C        5209.99          11926       -6716.01  a3c2abf897a3a7ba  056b263cb9a0349e
    467         C        15654.7          12967         2687.7  a40d9018b69aee8c  e1fb5bec6937f1b3
    468         C         606617    4.19424e+06   -3.58762e+06  a4e59790caafa89b  0e1e573a0cf77e31
    469         C    1.80034e+06    1.36474e+07   -1.18471e+07  a5705b4614e22fc3  64c81be612a3e92a
    470         C        87518.6          55721        31797.6  a6c025355a55ea13  678c18c40aa61018
    471         C    5.85854e+06    7.09224e+06    -1.2337e+06  a79da47fd09b20e1  3ba143c522d7e71b
    472         C    7.35796e+07    5.98402e+07    1.37394e+07  a7d2ba75ce6645c5  57d9e236c411b388
    473         P         103638          38478          65160  a82cbaf0bdda5613  42f041217f399c74
    474         C        4.33333            469       -464.667  a8fe5a2320a54d2a  0212c1636938cfe2
    475         P       0.666666            112       -111.333  a996255e4231b71d  4671c9c485561920
    476         P         452172         105791         346381  a9ee6504bbaa5d85  9f05abbf483c0cd8
    477         C    3.52526e+06    7.00044e+06   -3.47518e+06  aa910cd0a75fbc06  9b7c993d045e1928
    478         C        68798.3         616182        -547384  aa947692e583a530  a8433638c7fa40ad
    479         C        2003.33           2874        -870.67  aaeb76e25c910107  9e4ff75a7e5c25e2
    480         P        15435.7         152355        -136919  ab1ac909973b9e7b  96ef76f3d067968f
    481         C        2930.66          55574       -52643.3  ab7cd6a0a5e56bf6  595095ef52839204
    482         C        446.666           9694       -9247.33  abd63bdec931339a  edeaed4f1447cb7f
    483         C          11811         189926        -178115  abdada0f189458b9  6af66ba171f1e909
    484         C        1.33333              7       -5.66667  ac49082879053308  a53275ab7253e93c
    485         C        1728.33          33917       -32188.7  ac8aa9b16ffe60a4  d3f4a9c16543de3b
    486         C        13544.7         375953        -362408  ac9ca34f801f8d45  6c4753fc0dce0961
    487         C    1.00912e+07    1.41845e+07    -4.0933e+06  ac9f38bbfb126943  cbf7d9c3fad85d40
    488         C         373888         315595          58293  add34e67144b56d2  3d83962e4017f53d
    489         C         265323     1.7143e+06   -1.44898e+06  adfc4d606aec0d82  0b8d892c31b02d65
    490         C         120941         269131        -148190  ae0b4c71e913759a  b6072c5137bed49c
    491         C    1.97614e+07    2.11878e+07    -1.4264e+06  ae336e1db465cf95  548b85060ea79e3f
    492         C       0.333333             56       -55.6667  ae6a0e6e34750639  b4deb7b3f30bba15
    493         C         400219    4.06333e+06   -3.66311e+06  ae8ae78768cb53ed  44dfa7a96d7f28d6
    494         C        4554.66              0        4554.66  aee1cc528f4ba620  ee76b656a66cc253
    495         C       0.666666             55       -54.3333  af79ee0a72c495b0  65c228d70f896334
    496         C    1.35131e+08     1.8197e+08    -4.6839e+07  b0ba13bfaee7aecf  71fbf0e192d0da12
    497         C    1.11754e+07     9.9597e+06     1.2157e+06  b0e04ea4792f2412  af72a03b1cd1b29f
    498         C       0.666666            192       -191.333  b16a8f4fb197fcda  04024af80de3004a
    499         C        549.666          23284       -22734.3  b1d0dc579861f4e6  e9d10eeba8988df2
    500         C    1.05191e+07    3.54957e+07   -2.49766e+07  b24b3bae0d768562  c1549ec969aa3121
    501         C    1.35646e+08    1.65249e+08    -2.9603e+07  b2acaddbcd7f0190  ae5a235cd7740ec0
    502         C    4.53731e+06    4.73376e+06        -196450  b2ea15899e7b3e8c  0ab7c60a0b09f4f2
    503         C        12.3333            169       -156.667  b3f4b5893942c8f5  33ed4ef0e8de0acc
    504         C        10774.7          15368        -4593.3  b419b1fa7a129ebb  b383368f74dd6f4b
    505         C       0.333333             65       -64.6667  b43210663cf91205  c8087c0c263135e5
    506         C          37695          44123          -6428  b53c20e956839f3a  91c7874f974ced12
    507         C        3222.66            856        2366.66  b5b998025a7e0a4e  e851552154aec831
    508         P         275613          86490         189123  b602e9a68258ce6d  f6a17cd537c4a73c
    509         C        627.333            428        199.333  b6c792f62ec3967b  b9707ebfd0686474
    510         C    9.92292e+06    1.27557e+07   -2.83278e+06  b7056f6ca1c491e5  5b115621d08ed85a
    511         C    4.05074e+07    6.28468e+07   -2.23394e+07  b72e3e6aab35e939  6e3bf5bd0f898b4c
    512         C         271748         601743        -329995  b730b6e780683d1d  11fc3ee4f5f6dd88
    513         C    1.95864e+06    2.99121e+06   -1.03257e+06  b837ed5e71ef6a05  5d3ccb7461d08d43
    514         C    8.17223e+07    1.23045e+09   -1.14873e+09  b83b331020faf840  236bd4fdc2156ee1
    515         C    1.44093e+08    1.82454e+08    -3.8361e+07  b8988fdd32e1aee3  1440ac2e0ba74662
    516         P         850399     1.2775e+06        -427101  b8f2f7f2da33a394  439eddd7d61ee767
    517         C    3.63643e+07    9.86423e+07    -6.2278e+07  b972af37cc818754  3769379f15caab6c
    518         C    1.15907e+08    1.46625e+08    -3.0718e+07  ba3ca09fc7147861  5015e49be2e53a59
    519         C    2.43435e+08    1.52186e+08     9.1249e+07  bb888da8f424f373  ad169e7c8769d660
    520         P       0.666666              8       -7.33333  bb895d4186685447  459042d586e8756f
    521         C        24.6666             70       -45.3334  bb9c42ef4552b680  7fd2050d68f08ca9
    522         C    5.04572e+07    7.10059e+07   -2.05487e+07  bc5c9194063e92dc  a3b5367a6d911483
    523         C         241493         234683           6810  bd4a94104f2488cc  1e6b01e44d6517fe
    524         C         655316         247916         407400  be3c61d4cca5d4f2  0b301070e991b18f
    525         C    6.10075e+06    3.72834e+06    2.37241e+06  be444b90533918c2  80e4e5a93fff4015
    526         C    4.76469e+07    1.57009e+08   -1.09362e+08  be6127f230d9d181  b776c80689c32393
    527         C         252572         140856         111716  be7c8640ea31bb07  8e61dc0b59467b6a
    528         P        18883.6          23639        -4755.4  be8d461288e7b137  d9cc6f811a3f93e0
    529         C    2.63599e+07    4.20359e+07    -1.5676e+07  bef77baa0976409a  36dac1c3cdc2e385
    530         C    1.42957e+06           1084    1.42849e+06  bfbda2e1ecb4209d  da46bb72eb04dea5
    531         P        211.666             96        115.666  bfca05fe6a2abcec  1426e67e2ec11086
    532         C        692.666           6169       -5476.33  c01f1df3633266ff  657317d6b61c80f5
    533         P    5.42977e+06    1.03137e+06     4.3984e+06  c0387ed859555f07  71892e47a94fa86b
    534         C       0.333333             69       -68.6667  c04724760ffd8c83  3da61789f95b9d82
    535         C              3            208           -205  c048a7da1d8464f6  8a572270ea6a74cd
    536         C         661737         198499         463238  c28ebfa18d056c95  49364bedf5a28f8f
    537         C        12.6667             80       -67.3333  c30c52e7420b909b  d9dded7c05cf1226
    538         P    1.43404e+07     3.4362e+06    1.09042e+07  c3261675ce69996b  d0b4802c8283be81
    539         C    3.65629e+07    9.39787e+07   -5.74158e+07  c3e7a53c47286064  f5ac849f9f89bc28
    540         C        7524.33         108923        -101399  c4aeb88e74636af6  e0140239f8c353bd
    541         C        418.333            270        148.333  c51295db42c51068  31ce1f8d948ecba1
    542         C    1.40656e+07    1.00155e+07     4.0501e+06  c557f321383963b5  b03f7dab26080096
    543         C          10145          53620         -43475  c55ee474dcd6b800  3e97c39626b5c8a5
    544         C     1.2644e+07    2.27984e+07   -1.01544e+07  c5b7e6ac5fb5ffb5  5c225b2a67b921ab
    545         P        28220.3          29099         -878.7  c753b98989a9e667  4a4a73959c908074
    546         C       0.666666           1920       -1919.33  c79cdf6b71c5fbd0  784d26dcca5c9591
    547         P         294176          57620         236556  c7d48336ff1c5a80  08bc80b7ce5fd21c
    548         C        5867.99          51039         -45171  c85686f5e88e2a02  3eda12ee53570ba1
    549         C          23141         136767        -113626  c8b4d2bc36cbd80f  b55413512432919a
    550         C        5660.33         137371        -131711  c8b533f262fece03  d1b0fa175d40a7ba
    551         C       0.333333             55       -54.6667  c973e96086fbce88  7f7b5768b74e79ae
    552         C    9.04367e+06    1.31963e+07   -4.15263e+06  c9c9dbc41bd15ff2  c06a5f2cb206575c
    553         C        91665.2         661437        -569772  ca176208798b4838  cde451af3718ecda
    554         C    4.96748e+08    7.07843e+08   -2.11095e+08  cb0d82257fa8e4b6  7c3ba0cfcfd5d200
    555         C       0.333333              4       -3.66667  cb1a8e9a60e2f213  801233c97d966eed
    556         C         398974         476533         -77559  cb266f845f09de22  3faff7e1d668f678
    557         C       0.666666            125       -124.333  cb611be316d71ca6  bbbf96e42867e5bb
    558         C        12531.7          82276       -69744.3  cbbb927f42a72581  0b7798a3d69ab948
    559         P        52635.3          24397        28238.3  cc63ceca51be0c5c  6ecfc7f1a5479235
    560         C        88.3332             44        44.3332  ccdec06f4904d0f3  8c23f97c9850a250
    561         C    1.34016e+07    1.69546e+07     -3.553e+06  cce277663c40107e  f3891cc0c30627c0
    562         C     6.8413e+06    1.37239e+07    -6.8826e+06  cd5dfc195549d19d  e881d979aacfe792
    563         C    1.79834e+07    2.83348e+07   -1.03514e+07  cd9ae05008f69e55  c33896e8dd89a665
    564         C         492030         689006        -196976  ce41bf32f9dee71d  f2a41e70f37e9ca2
    565         C        247.666            756       -508.334  ceeed39db0891cb2  62a6b1fdbdf3ad3d
    566         C     7.9107e+06    9.97871e+06   -2.06801e+06  cf95235812e2d9eb  1361e8e34a526b35
    567         C       0.666666             66       -65.3333  cffcf02a7a50f41d  1cd36233300a7e7d
    568         C            458           1816          -1358  d04f940f661b6450  1957ada981d6eb1e
    569         C        12.6667            162       -149.333  d0adfa3d8e02683e  b6d8b167e079f2cd
    570         C          40474         524280        -483806  d232014afffe1d95  5165e05097321dee
    571         C        4.66666            291       -286.333  d2c4ba971b9b8e0e  34cb16b0f157c3ba
    572         C       0.333333             55       -54.6667  d2c5c4c31d7a2899  65e2cb7b773ea218
    573         C    1.06781e+07      1.637e+07    -5.6919e+06  d30f3e94c25675c0  8b1967455f60cad7
    574         C        63.9999            747           -683  d32b82392fbd6968  e0c8c6ecad5c7582
    575         P        98437.9           3330        95107.9  d3bd0e207898151e  e7d4e1d3e7c0a899
    576         C        1808.66           6348       -4539.34  d3ed0ed0cf56cf1b  8fd1a49bc5f3ee98
    577         C    2.84072e+07    3.12795e+07    -2.8723e+06  d4788cca6e5b7439  94c1f51ded395e9f
    578         C    3.86526e+07    8.78149e+07   -4.91623e+07  d5066bbd22fa124c  0d82e8c883d03a82
    579         C        2.33333            140       -137.667  d53aee72172c324a  0c8273bd7533edd5
    580         C    4.45441e+06    1.46896e+07   -1.02352e+07  d5c23c9af0cc8662  b2d6cfbf621c20ea
    581         C              2             57            -55  d82dbb9ae07d8eed  9cd83b6c06dc3af3
    582         P          14705          23456          -8751  d8527d07d09bdbaa  376145d2520cf4c8
    583         C        62116.6         655783        -593666  d86a7fbe8e907b47  22f53e234a1c60fd
    584         C    5.76829e+06    5.91483e+06        -146540  d89d757643e2e5fb  3745806855480bfd
    585         C        6107.99           5168         939.99  d8d02daa1f608a6a  cdede952b3363b05
    586         C        68.9999            964           -895  d909040cd2a3c9ce  b3d573f4d78aae44
    587         C    3.43988e+06    1.39764e+07   -1.05365e+07  d921ee14d9039695  32b105c0e9d24d35
    588         C       0.333333            448       -447.667  d92c152c61215908  fa78974d2205842e
    589         C       0.666666              4       -3.33333  d9822d08f8f283a5  42c46e3fb7490dad
    590         C    8.26713e+06    1.02057e+07   -1.93857e+06  d99b1913633e9318  5dc3161acca1e152
    591         C         755099         360853         394246  d9aaddffc1aa0c45  e83e63adadcdb2a9
    592         P       0.333333              4       -3.66667  da37b30276f8e70c  e2f8a39174a9ca43
    593         C       0.666666              4       -3.33333  da3f0c4054449cb4  3d0c2e999f0341c1
    594         P         570411          84770         485641  db1e283edf54d6f1  56275629d25f4c53
    595         C         232708         118848         113860  db24c8a7c2a7bc21  61efa7ed03a861cf
    596         C        246.666           3634       -3387.33  db9407782632c52c  09ed92d7018025c2
    597         P    1.12097e+08     3.4974e+07     7.7123e+07  db980e3a3afa46cd  564ea5dce3af096d
    598         P        45393.3          39454         5939.3  dbcd340e38e7e74c  64f0059e8da8dab0
    599         C    2.73693e+07     8.6562e+07   -5.91927e+07  dbe0e2a11cf4ea30  fdffad5edab10b11
    600         C        103.667           2410       -2306.33  dd23ab305572979a  6e75ccae78d047d9
    601         P    1.67171e+08    5.04625e+07    1.16708e+08  dd30c4b272f0452f  653a5b9891c47915
    602         C        13797.7          21405        -7607.3  dd8a0e7dc08f1033  11b0ed746a206f4e
    603         C        4478.33          17834       -13355.7  dd96d8fb147b0b67  53912fdd3860c635
    604         C        4496.33           8116       -3619.67  de0a03056f9baa53  b9c09585fb2e1fc7
    605         C        5651.33           1251        4400.33  def6f4a561ca1383  ee8003857c12c961
    606         C        294.333          26187       -25892.7  df32fa74be31d97a  c7aed921d21a94fd
    607         C           1438           2154           -716  df78c942307b6304  85e631b45132f30f
    608         P        77.3333             15        62.3333  df81fca9031bd0aa  9bde0ac8d08cf8e2
    609         C            455           5872          -5417  dfa805f581b68a53  49f04190dd5e8eb2
    610         C           4034           6863          -2829  dfd554c95cce6971  e0abdd8fdc1a2d39
    611         C             16            221           -205  e010984d4847d545  180eb4004eb57842
    612         C    7.73811e+07    1.37113e+08   -5.97319e+07  e0867342b7c7e76a  353bf34b294246a7
    613         C           1522          10780          -9258  e08823873cac65fe  94903b920ddbfc52
    614         C       0.666666            112       -111.333  e08cf516d9032c12  3fea7771c7b7cff5
    615         C        87.3332             65        22.3332  e12e6c0740f481f5  d875b935f7e97acd
    616         C       0.666666             59       -58.3333  e14584d79c7e79f0  1dd5955814dcdf38
    617         C            323            355            -32  e1a659e86b17ba6c  6dc5e322131ac6b3
    618         C        2.33333            677       -674.667  e1ff45c38eff3a85  bfd2fd4112ae5bba
    619         C         106782    6.59701e+07   -6.58633e+07  e22eeaa8488c48bb  b32db1bff1c29a12
    620         C        1545.67           9645       -8099.33  e298d8ccb75428cf  a66ad8f8736cf6fa
    621         C          10485          14887          -4402  e2f674f493943aa8  065740c42d9d2d19
