CPU only time (ns): 1.15535e+10
PIM only time (ns): 1.09151e+10
Reuse offloading time (ns): 5.54602e+09 = CPU 3.27693e+08 + PIM 5.21827e+09 + REUSE 58410 + SWITCH 8760
============================================================
  BBLID  Decision            CPU            PIM     difference          Hash(hi)          Hash(lo)
    300         P        1044.33           8800       -7755.67  8830da58e7016e30  8ab1eef329b10d20
    301         C    1.96435e+06    1.93157e+07   -1.73514e+07  895dabeb13526e03  b49420b37dc1cac1
    302         P        668.999           1255       -586.001  897e1e9d9e556e2f  b31e4e7ba9bf9baa
    303         C    3.64311e+06    4.54841e+07    -4.1841e+07  8a96b8f09fd38032  2e2578a60290552d
    304         C       0.666666             14       -13.3333  8adbb88e6c5fc139  c8f1d6ab89487770
    305         C        45929.3         818467        -772538  8b03f45ec56876cf  0491aa08f6cb5d4c
    306         C       0.999999             56            -55  8b34f36fc680dd9e  c2a516e631fd8e46
    307         P    1.94584e+06         718307    1.22753e+06  8bd280cb2a3c1e45  faaf63de3ad7d83b
    308         C        622.999           1405       -782.001  8bd2a29f26d78e3b  81913b0d95e3f65e
    309         P            150            240            -90  8c420206a2723b27  4172411ba600e0ce
    310         P    1.49243e+06         720304         772126  8c4776556c9e19bf  1f2f56a4dfff0a78
    311         P    1.07008e+06         226380         843700  8d358c5b49c968ed  6bac85b001e278e1
    312         P        9435.66          42716       -33280.3  8d7e6683df3f5d57  ca9e82f8d6a0c3c5
    313         C        29558.6         305664        -276105  8e25269f14666ace  fe8f977e0b1673b8
    314         P         846779         230400         616379  8e3566847896c7df  356947b2435cddaf
    315         C        3.33333            316       -312.667  8efc4bb8cfa2a360  7f1e3f0579bac510
    316         C        41164.6         263191        -222026  8f6aaa9255f71e2e  2b18aed999644d34
    317         C        1001.67          94208       -93206.3  90470a3a927f6b8f  69e1f424dc56d503
    318         C        8.66666             69       -60.3333  904e029f567bad79  8c2cf23667d6785f
    319         C       0.333333             65       -64.6667  9053bb89a4d0206f  cc87af808330f45a
    320         C        1.33333           2109       -2107.67  9103d7f91b602fb2  d94cd4903c23c72a
    321         C          17812          50557         -32745  917b5016633b51bd  c780113a5e7b9e4d
    322         P    2.03626e+06         734760     1.3015e+06  9191ac61991b34a1  1932d3618b77da97
    323         C        233.666            560       -326.334  924ca2a2399c55f9  b2a8d17d7691d91c
    324         C         270892    3.54806e+06   -3.27717e+06  92ae18ed503d38f5  8e82df4629566801
    325         C        9144.66          28814       -19669.3  93002b6e995ffc28  90709bf5e296b23c
    326         P    3.04444e+07     2.3967e+07     6.4774e+06  93a68e7ecfa16a91  c52bdd859ad05dd5
    327         P        153.333            600       -446.667  9516184e62099f06  6a4617bd90b0c869
    328         C         652868    8.60614e+06   -7.95327e+06  95e1cd8008fd4c90  53bb2886298229ae
    329         P    2.16736e+06         516317    1.65104e+06  96257c90c00afc88  7b4d5b063cd5015b
    330         C         267364    1.19551e+07   -1.16877e+07  96461b022c2e0ea9  c3f9e437d9962051
    331         P    8.48055e+06    4.78927e+06    3.69128e+06  969d2bbe14f13a63  a7ea06e45b9c80a2
    332         P    1.63127e+06         671113         960157  975a0873b61ca3b9  b1b1a0bd1e835b88
    333         C       0.999999             65            -64  980cba18168c2937  368b570e1f52f603
    334         P        1.66667            296       -294.333  994e18bfa7ba29dc  0b0b0a615364566e
    335         P        233.333           3547       -3313.67  99ae7cd396b91e99  5e2baa83026680aa
    336         P         243617          95888         147729  9a8f06372703f32f  f762120a603d704a
    337         P    3.47479e+07    2.74549e+07      7.293e+06  9b84e6229eb492fe  170c6e54236cb72c
    338         C       0.666666           1136       -1135.33  9bbf1464dcab64fa  32c679a642511e70
    339         P        5310.66          18879       -13568.3  9c0bce7d3262ca1c  419a0e4d53b503e3
    340         P         718767         226380         492387  9cd58655ac16041f  05ece319f6ba9aa6
    341         P          16539          76257         -59718  9d105d855f413714  adbdd24b180e58fd
    342         C       0.666666              9       -8.33333  9d9c1504beb78c14  ee3b6a36bdb8c081
    343         P    1.09486e+06         226905         867955  9e4bb30d5c90558a  72a570510d582b5f
    344         P        5.33333            469       -463.667  9eae224aef68e92e  f444dc50d07ac2df
    345         C       0.333333             69       -68.6667  9ec65aa7121cc404  5bb091b1ada1f9c6
    346         C         470390    3.94299e+06    -3.4726e+06  9f05aa6a73e4b8bb  0d4801e41e5d615d
    347         C         141231    1.03311e+06        -891879  9f630e72921aa26a  48a35fae7ba0ac96
    348         C        4.66666            153       -148.333  9fa3dc31802a6078  0765bf565096cf3e
    349         C        51150.3         764211        -713061  a14dc08367b534cf  6e04ab6521bd338c
    350         P    2.69147e+07    1.46606e+07    1.22541e+07  a1a6e23e8505b7db  e6039a29742b2ecc
    351         C       0.666666            128       -127.333  a1a7c52b9579ca4f  e83405f781c7ed34
    352         C       0.333333              4       -3.66667  a23955837426e9ec  79a92c7b4f48d942
    353         C          13160          35420         -22260  a26781601eac2a04  197969dc2e89bb00
    354         P          37949         123465         -85516  a2691719d660e359  6fe99212c8c70ad4
    355         C        90292.2    1.35795e+06   -1.26766e+06  a2c0be0eb27096bb  5b51686cc75b4fac
    356         P        76.6666            240       -163.333  a30bc15a2f9d3136  a139ef90f320ce2a
    357         C        90282.6    1.35516e+06   -1.26488e+06  a33400e9bf553f35  48732e6c018c092b
    358         C         180609    2.43769e+06   -2.25708e+06  a379cf638b4bffbf  0afd1a680e7eaebb
    359         P    2.08107e+06         515228    1.56584e+06  a563004d31d3f2c3  9e58017938b2681e
    360         P        77424.9         249564        -172139  a5895276c38fe8fe  3045667f98070329
    361         P    4.03979e+07    2.70702e+07    1.33277e+07  a5c255917b84e5a5  e8a41f96ead2e0b3
    362         P    1.64489e+06         568118    1.07677e+06  a65ad0e8ec108779  32279aa69daf94fa
    363         C        2688.66           6003       -3314.34  a76ab35d280d734a  52e9b9e42bbebdbd
    364         C       0.999999             62            -61  a79a34b48dd37b72  1fa10ade8b016223
    365         C       0.666666             66       -65.3333  a79c5a7d4f766967  f9859af491dec119
    366         P            300           1427          -1127  a7abeffe66bd5155  d98f08a7a3e876fc
    367         C         204261    3.11313e+06   -2.90887e+06  a8005090f2adbbeb  9f620ce6185436f9
    368         P         829082         466668         362414  a8ff536e2643d219  18be32275256e5c5
    369         C        223.666            452       -228.334  a953750935836021  b73c1b43a0076f21
    370         P    7.55605e+06    2.22476e+06    5.33129e+06  a97d48553db6e503  b10a2c01465eb793
    371         P         320037          92160         227877  aa15484c93c0b733  7baf4dbf05c0a134
    372         C           1172           2895          -1723  aa3879fef149db89  f5561926741d8bd4
    373         P          12472          40005         -27533  aa7d4dbdb2a4e944  e1eea3e0a3f0ece0
    374         P        76.6666           1313       -1236.33  ab15b76ea822d935  612b8a4a2bd44419
    375         C       0.666666             71       -70.3333  ab41340f51629481  7be90a7a8d44af45
    376         C        78.9999            384           -305  ab573d476fc2a6d9  11feea488a4cd346
    377         C    1.98773e+06    5.11103e+07   -4.91226e+07  ab9f8580d7f9a682  a6c9d53fd3702818
    378         C        11.6667              9         2.6667  acd6c22ac7494d46  d92ebacf6c51b2ab
    379         P    9.51201e+06    4.79572e+06    4.71629e+06  ad3d441b45bf9f6c  f5552c1d2a9580a3
    380         C        45141.3         542614        -497473  ad4f0c0dea7aad51  df062d039b911af1
    381         C       0.333333              4       -3.66667  ad5f3ad85c696240  25042c1e3f4ea8ed
    382         C        5847.33          10377       -4529.67  ad6663dfdd7126b3  c406e332edb42f7f
    383         P    2.47807e+06    1.09541e+06    1.38266e+06  adde699d805e9c86  6c4cbd83bc7f7be9
    384         P    1.38649e+06         569532         816958  ae844f9c4b5d2960  935c15f7ead95c4a
    385         C         101725    2.11719e+06   -2.01546e+06  aedc784ba9fd88b1  fa5abba7e58c48be
    386         P          20693          21816          -1123  af42e5e31c06e334  2d9eaa935f3445e3
    387         P    2.27447e+06         567523    1.70695e+06  af45665beb223bec  efa59549d6750e53
    388         P            154           1245          -1091  b0d145ad4cecb3cc  4170454779051e85
    389         C         695139    8.68557e+06   -7.99043e+06  b2039e985bb8444b  ec6af49d2f827690
    390         P         618720         239176         379544  b2051fade37749ee  f445a67e4a7f6bec
    391         C    3.26666e+06    4.51181e+07   -4.18514e+07  b20c3c1825ea71a8  c38e92f26ebbdcfa
    392         P    1.06137e+06         546116         515254  b27f47e32faf9f6f  3417a42b0a268143
    393         C    3.34985e+06    6.94093e+07   -6.60594e+07  b2a5bd284c2d3845  56c4088d28ad84fe
    394         P     1.4553e+06         569410         885890  b32f34bf8269eb9c  e482292289908174
    395         P            155           1245          -1090  b4187734d0b81b2f  d78b3add4ef952c7
    396         P     1.3464e+06     2.2072e+06        -860800  b4679c9e472df398  ebf15aadcc3d5a7f
    397         C    7.15694e+06     5.7966e+07   -5.08091e+07  b4999fd832d9346f  9220e2d764038021
    398         C       0.999999             55            -54  b5a8f4c1f0fadbc7  39c9e3f1bb1c40f2
    399         P           1411          14847         -13436  b5d98dd9fd792cf1  2a80920c7847c26b
    400         P    7.04155e+08    1.99642e+08    5.04513e+08  b61eb369d778693d  29edd47011d0d5b4
    401         P    1.80965e+06         459945     1.3497e+06  b6db2cfd6929811a  6f7815a20391ab57
    402         C        107.667            119        -11.333  b711bfcce3c30384  c27c12cee0f6af34
    403         P    1.18759e+06         454447         733143  b7d6943c0b219d54  15414c66f8a76a44
    404         P    2.65456e+07    1.60036e+07     1.0542e+07  b8307745d2cda951  d6c19c29622cd085
    405         C        84.3332            469       -384.667  b876ccb5a762f077  85fb559ba8806bdb
    406         P        228.333           1263       -1034.67  bb4088354744e9a9  4113e74e029bb3bb
    407         P    1.71133e+09    5.38916e+08    1.17241e+09  bb9138f1f28c036d  b8f90f580e6cdcea
    408         C         226767    4.46971e+06   -4.24294e+06  bcc03413ca692a0c  40abf3ff824c8cab
    409         P    9.45413e+06    4.39344e+06    5.06069e+06  bd169fa89dd04d33  5a3ea13742b2a0e7
    410         C      2.507e+06    2.55097e+07   -2.30027e+07  bd1acb7dca96bf22  ddbbbaf1ba8b965a
    411         C         102030    1.22324e+06   -1.12121e+06  bdb20f64a73c1791  3616a1ab94d41098
    412         C    1.31277e+06    9.44476e+06   -8.13199e+06  bf3cc5b962e20680  4ec853aeed15c855
    413         C          47609    1.63051e+06    -1.5829e+06  bf9c9f1afba32fe6  e8352cecffbc8444
    414         C        525.333           1096       -570.667  bfca0870adb34387  f7064fb7e0297b21
    415         P    1.22244e+06         452760         769680  c09f05b5b9f1930b  c2ca78192490b1f4
    416         P    1.83982e+07    2.08346e+07    -2.4364e+06  c0bc84af76588479  ffc33dba071c60cd
    417         P    9.46958e+07    4.39997e+07    5.06961e+07  c0e307ff1a1409b2  5398cde9b276813d
    418         C       0.666666             10       -9.33333  c114009d5cdf4909  e0ee327ee6188df5
    419         C           2417           7286          -4869  c18a7cb64fc013f9  7f096e191f4832cb
    420         P      5.594e+06         565950    5.02805e+06  c1955d55a6e6f86f  a426e1d6d917b450
    421         P         943995         452760         491235  c2414528431310db  76c2c7db5bfe4d60
    422         C        2.66666            122       -119.333  c27b9cad08f7aa33  94d2602158707b7f
    423         P        1.66667            305       -303.333  c29d5e44a6f08480  26565802d67dbe71
    424         C         229000    3.14778e+06   -2.91878e+06  c2d8726a5b0d5e03  4b71ea519bea091c
    425         P            155           1365          -1210  c30a4a10c2d929d3  eafdda4efa9dc4d3
    426         C         270917    3.52108e+06   -3.25016e+06  c331c8ef97104c54  e365ecc4e9bf9714
    427         P        7408.66          15360       -7951.34  c354ba670fec291c  422943acb87d79f8
    428         P              5            494           -489  c4029fbf7b3d09b7  bd20c8f255c825c9
    429         P         889641         537752         351889  c53de794e3cdf594  38de597f415bc191
    430         P          27624          41160         -13536  c5a5eabd07069aeb  81b82c3e8dd22607
    431         P    1.01364e+07     4.8843e+06     5.2521e+06  c627ff51b0db14a9  9a26570615368acf
    432         P    9.84731e+07    1.60558e+08   -6.20849e+07  c67f222e67d33cec  11bf060d3f54d592
    433         P        153.333           2932       -2778.67  c684c5744a26ac20  f0a6130c0f7f6a5c
    434         P    1.71054e+06         571338     1.1392e+06  c6bd367ba09c742b  b7728582ec98d6e4
    435         P        146.333           5942       -5795.67  c70b1091153aa9cf  882c6f8ac2e0d966
    436         P    9.83694e+07    6.65081e+07    3.18613e+07  c792b452659e976f  befa2236c71608ab
    437         C          43721         688032        -644311  c810aca13b1c9316  10a6668b022a55be
    438         C       0.333333            182       -181.667  c832d32481d1a4a6  89395996c242e900
    439         C             14           2159          -2145  c87768d3d9df7cfc  dff0d70ef58dabf6
    440         P    4.30051e+08     3.8286e+08     4.7191e+07  c8d3c487f461aec3  d04650d7528e3414
    441         P    2.00597e+06         226380    1.77959e+06  c94be24bc2a4af9e  c4a44a3c72fc0f0e
    442         C    3.53745e+06    4.51181e+07   -4.15806e+07  ca04cecf6907ac10  dc9ffc3558f45628
    443         C       0.333333              4       -3.66667  ca5846a2ea81f33f  aa4e69f8333afd5c
    444         P         849177         516883         332294  ca7136803c8946c5  33ea72e64fd333d9
    445         P        11919.3          38400       -26480.7  ca982ee7c96e41f9  2e376e271d18eb5a
    446         C       0.999999             70            -69  ccf567a3a446ab55  12296a4eeea498a3
    447         P    2.12427e+07    7.72233e+06    1.35204e+07  cd0e0bdd3409fe27  8d6d65a09c2459b5
    448         P    1.43171e+07    7.46843e+06    6.84867e+06  ce0e994a0e1cdf89  d395e0b8b41aad1f
    449         P    1.75046e+06         565950    1.18451e+06  ce3670cf45e7e52f  d8180a73e773bfe5
    450         C          41240         818406        -777166  ce3c2e84138d1900  a13b1bffe5bbbc74
    451         P      1.782e+06         565950    1.21605e+06  ce4a1cd449222a20  de8c895b52ea1566
    452         C       0.666666             70       -69.3333  ce672c712e26353a  364e944610f98054
    453         P    1.06636e+06         283281         783079  cf0a473926d8a1ff  227b0c2aabffe5ea
    454         C        1.66667            358       -356.333  d050040676af07cc  a57ce54cedc6f709
    455         P        77.3333           3673       -3595.67  d07dbb281c25b3cd  7b9ffbe5175a8ba2
    456         P    1.22584e+06         566884         658956  d13b05b168fb4c62  355476f62800c3e5
    457         C             47           8467          -8420  d1bf63a7edc12bcd  2054c2a8530cb32f
    458         C    6.20087e+07    9.18216e+08   -8.56207e+08  d1c14e8828d55713  72b02b5e77d590a9
    459         P        158.333           2459       -2300.67  d20de1558af4c181  ed8bd9cf6205f568
    460         C       0.333333             69       -68.6667  d278960bf9ae89f5  05b179b201cb2171
    461         P      4.167e+06    1.37142e+06    2.79558e+06  d2d7c4eb68b07a23  d0337cd4af761320
    462         C       0.999999            128           -127  d3596237afc2aa1c  d42c027c580be32b
    463         P    2.07027e+06         565950    1.50432e+06  d3a59f9f2d9a08de  3af63b3e740b2f39
    464         C        6.33333            884       -877.667  d3b788de6eb20e15  a2604fc0adb7de97
    465         P    1.02225e+09    3.82528e+08    6.39722e+08  d3cd71d40dd84f95  7d29252818a20918
    466         P          16038          75726         -59688  d3e23c311624a831  052ca5183a27aa4b
    467         C    3.90793e+06    1.57327e+08   -1.53419e+08  d500d95b264a3acf  6bce0ee8f147ddf7
    468         C        47331.6    1.66771e+06   -1.62038e+06  d500ff8531dcc284  3376f38a7f510849
    469         P        153.333           2173       -2019.67  d519d970a3ca09c2  390f6997b38b4e02
    470         C        181.666            563       -381.334  d548a790662e734b  28abf0cc432a12c9
    471         P         619728         245928         373800  d5667a2c3ec4aac1  6d7cf39a187c84c6
    472         C       0.666666              8       -7.33333  d5ec94ce8f899ae9  8c506a594ec41bc1
    473         C       0.666666             12       -11.3333  d604ce592eb1c6ad  e23b11fc8bc3c1cc
    474         C        4.66666             83       -78.3333  d66a4ea4276e0571  9ea14381538d49ee
    475         P        30059.6           9240        20819.6  d6b0eab04eff3332  6c559a5a440362ea
    476         P    1.74965e+06         573811    1.17584e+06  d6b515916869c634  2fb65535b32c567c
    477         C         812631    7.74144e+06   -6.92881e+06  d6c644e08ab5573a  e08cde456fb0c8bc
    478         C       0.666666             48       -47.3333  d6ceee7a4769a726  4792c2acc3125dcd
    479         C        30.6666           3680       -3649.33  d712b5768a84114e  1c23c98c3edad850
    480         C         120392    1.36776e+06   -1.24737e+06  dbf0abb0ec9cc1f2  39468510e25755ac
    481         C        67732.9         541757        -474024  dc7f7179cb86ad72  4a7400b096f68baf
    482         C       0.333333             51       -50.6667  ddc0246aae78bc5f  33568bf0898398e9
    483         P    1.04966e+09    3.82512e+08    6.67148e+08  ddc052de6d97e8e0  9c455d369d650807
    484         C           4942          47284         -42342  de5f975d6831eb3e  9294ca6c46ca58f5
    485         P        15434.3          62703       -47268.7  de8ca62f8cf098fe  9e58ae03923b9b98
    486         C        12799.7         101171       -88371.3  df5348ad86cb4ec5  82fd009d177b0107
    487         P        17143.3          74791       -57647.7  df53e9cfdff278c7  6603ed9fdf19c3e2
    488         P         531674         234272         297402  e02635e9bd602b91  f5ca60e9d1bd272f
    489         P    1.04186e+08    4.40034e+07    6.01826e+07  e0f39c121824a6c2  c50f4c289295ea91
    490         P    1.99232e+06    1.77146e+06         220860  e1e7d7184c769c0b  e39ee3828558b953
    491         C         183821    1.09155e+06        -907729  e215854ac8ad563c  8a46c10a5955235e
    492         P         651751         231388         420363  e26413b23675e9da  82b4f66d702991b0
    493         P             29           3710          -3681  e271175b5b45b4ac  2cb9332b3b993082
    494         C        23.6666            393       -369.333  e31ab2b65b269a7f  1768503328d7a549
    495         C        1.33333              8       -6.66667  e3bf737945bb6662  d2ec434dd4dcb269
    496         P    3.91718e+06    1.84706e+06    2.07012e+06  e48db2a99746405d  bc5eea4b2d4987af
    497         C       0.333333            128       -127.667  e4f1b8183baee5cd  e6aab05e0a83f2bf
    498         C        8.33332             67       -58.6667  e600fa2c0c007b9e  df79a2b5a7ec2b57
    499         P        7216.66          15360       -8143.34  e63dff05c4b38732  f9be042e3c644c8a
    500         P    5.63424e+07    1.56245e+07    4.07179e+07  e6c33ca6b7375d1d  b0262141aad8c5bf
    501         C    6.05776e+06    7.00212e+07   -6.39634e+07  e77456c2c859066e  24f27eeea05ba368
    502         P        153.333            600       -446.667  e7882d0af215c382  5398ecc9b70bad87
    503         P        1.66667             20       -18.3333  e98322bdb0375d83  2248934922f4b319
    504         P    1.41018e+07     1.4619e+07        -517200  e9be833bdf78e684  68685c43f36a7dc0
    505         P    1.18196e+06         565950         616010  e9beed72c0ebb6d5  2415d453b7ec5fda
    506         P        6.66666            905       -898.333  ea1632a553806271  d902350b512a6106
    507         P    2.59165e+07    2.83269e+07    -2.4104e+06  eaf1f5bbf2f9bf3b  f4133ffd6ba29583
    508         P      1.891e+06         715531    1.17547e+06  eb3c8e4d5698ec25  27ffa74bd2452762
    509         P         107121          51321          55800  eb621d6eb39f39b9  1ac7b0dde10c5f6b
    510         P    2.57364e+07    4.46772e+06    2.12687e+07  ebabf71bf6825648  d500d90f90be29b2
    511         P        297.666            150        147.666  ebfd7f2e6d6b9200  e551bd33653db7dc
    512         C        63.9999           3397          -3333  ee5c05311c2337f8  545ba70e716e1934
    513         P     1.3609e+06    2.22599e+06        -865090  ee7e77f49516d868  125db93d2265c59c
    514         P        6090.66          15360       -9269.34  ee90290bc2d174e8  e04f6a9b0bb6e836
    515         C         203282    2.78572e+06   -2.58244e+06  ee92034b682a5c41  53c23f187d11009b
    516         C         204043    3.05809e+06   -2.85405e+06  ee9243dd3a92df87  8b4610a2b16f4eb3
    517         C        139.667             68         71.667  eebfb85215a5d01c  6e59a9d20986b437
    518         P        80100.6         183897        -103796  eed6dc5cdac51af7  7c16ca88313a36fa
    519         P         147125          51552          95573  eedc4cb3ddad8f75  bb6eaf300b723cad
    520         C        51487.6         764160        -712672  ef2203a9337cc9da  41004d6792dad8d9
    521         P    8.31299e+06    3.11128e+06    5.20171e+06  ef39bed22195744f  c31106263dab298e
    522         P    4.10538e+06    1.19073e+06    2.91465e+06  efbda463b50cdb77  b3a488ff2bbab8e6
    523         C       0.333333              4       -3.66667  f04df6a226fe5c30  ec0b680d24e4b102
    524         C         102517    1.26257e+06   -1.16005e+06  f21853b20b24de5c  31e9d4013f8db666
    525         C        8477.32          67721       -59243.7  f2c858cb24cff5b2  78110d99098a0baf
    526         P     1.3322e+06         524141         808059  f2f5df540f7f883a  dc9aa4bcf639d259
    527         C       0.666666           1952       -1951.33  f3731318455fd4bc  a2bab005ddcfb194
    528         C        4.66666             59       -54.3333  f4e037ebbbdaa465  bbee5b3a73ffd821
    529         C         270848    2.58068e+06   -2.30983e+06  f516ec3535c183a5  67b387d022e766e7
    530         P            159           4853          -4694  f547a356826f64d0  faa28728728ce1b8
    531         C              2           2877          -2875  f5d0204b7b19863a  3e0ab808a5b487b6
    532         C        318.333           9257       -8938.67  f6124e46d898d5bc  4dedd45f3a2766d8
    533         C        1.66667              6       -4.33333  f7987d40311e72a6  7c8575e3ca64f60c
    534         C    2.47939e+07    3.13857e+08   -2.89063e+08  f7ceff8b4d62b3a9  f2de5da585f9ee70
    535         C     1.0842e+07    8.66714e+07   -7.58294e+07  f824d578cb31fb79  060b5e6bcecebed1
    536         P        216.333             32        184.333  f83efc9a4d056b17  daf30edca5d4463e
    537         C            224             80            144  f841376dc3c65638  1e88442829c87383
    538         P    5.36915e+06         606020    4.76313e+06  f8aab7cb251bc812  8fbed901d5212296
    539         C       0.666666             70       -69.3333  f910b4829f2d7c0c  1dd693d4ab9ccfb2
    540         P    5.74807e+08    3.01672e+08    2.73135e+08  f923e8bc4579fabd  1e0ce670e2adafcd
    541         C       0.999999            179           -178  f99de4c63ba0ea99  77f11a66a119d583
    542         P        15015.3         119293        -104278  fb40c5047b1eb42e  2670057bdb307aa4
    543         C       0.333333             69       -68.6667  fb94e42c8a857d21  5cc68764402e8402
    544         P    2.48363e+07    9.25938e+06    1.55769e+07  fba88fc54e01a917  05c43efe50ef96a0
    545         C        1073.67           5148       -4074.33  fbe84506156b20f0  9ded6149a67c786b
    546         P     2.0522e+06         514141    1.53806e+06  fbf23eed6f3fbeca  c974af544108aa52
    547         C        2974.33         455347        -452373  fc2fa9bc3400d77e  3d0b52223566a10c
    548         C        29362.6         313518        -284155  fd10960e8207f473  386d343dfdd0f27e
    549         C         108624    2.48647e+06   -2.37785e+06  fd27a270079febb9  6a9afe6c602efa4f
    550         P    9.79086e+06     2.1276e+06    7.66326e+06  fd36be3592b77763  45ee7a8529565619
    551         P    1.00341e+08    1.60558e+08    -6.0217e+07  fd4f512a11ca8b78  26413a14b7d2d4db
    552         P    6.86643e+06    2.12404e+06    4.74239e+06  fe315f356d3a4d56  b8c2aec58b26ceca
    553         C              4            139           -135  fe60f71217ea0350  ef32ec8655409934
    554         P        18701.6          21560        -2858.4  fe835cfb2c02c996  891e7266d82f1de8
    555         C       0.666666              8       -7.33333  ff115a516fd86f31  cd819cc2860805da
    556         P    4.86226e+07    3.87981e+07     9.8245e+06  ff87c6048c3ee892  71a0a7a4c13c1d04
    557         C        6.33333            182       -175.667  ffe30dfed88ed737  df53be064cf0f399
    558         C        88043.2    1.61166e+06   -1.52362e+06  fff68a300978a1a8  1c06c26ffda61bea
